"m","n"
"Module tensorflow.contrib.slim.python.slim.nets.inception_v2_test",218
"Module tensorflow.python.kernel_tests.conv2d_transpose_test",218
"Module tensorflow.tools.compatibility.tf_upgrade",218
"Module tensorflow.contrib.distributions.python.kernel_tests.negative_binomial_test",218
"Module tensorflow.contrib.gan.python.eval.python.sliced_wasserstein_impl",218
"Module eval.python.sliced_wasserstein_impl",218
"Module tensorflow.python.data.experimental.ops.prefetching_ops",218
"Module tensorflow.contrib.rnn.python.ops.rnn",217
"Module tensorflow.python.ops.ragged.ragged_gather_nd_op_test",217
"Module tensorflow.contrib.distributions.python.ops.vector_laplace_diag",217
"Module ragged.ragged_gather_nd_op_test",217
"Module tensorflow.contrib.opt.python.training.drop_stale_gradient_optimizer_test",217
"Module tensorflow.tools.pip_package.setup",217
"Module tensorflow.contrib.distributions.python.ops.moving_stats",216
"Module tensorflow.python.ops.inplace_ops",216
"Module tensorflow.contrib.opt.python.training.agn_optimizer_test",216
"Module tensorflow.python.kernel_tests.bias_op_test",216
"Module tensorflow.python.kernel_tests.unicode_encode_op_test",216
"Module tensorflow.contrib.mpi_collectives.mpi_ops_test",216
"Module tensorflow.python.keras.utils.metrics_utils_test",216
"Module tensorflow.python.kernel_tests.sparse_split_op_test",216
"Module tensorflow.compiler.tests.cond_test",215
"Module tensorflow.contrib.eager.python.examples.spinn.data_test",215
"Module tensorflow.contrib.distributions.python.ops.kumaraswamy",215
"Module tensorflow.contrib.quantize.python.graph_matcher",214
"Module tensorflow.python.ops.batch_norm_benchmark",214
"Module losses.python.tuple_losses_test",214
"Module tensorflow.tools.docs.doc_generator_visitor",214
"Module tensorflow.contrib.distributions.python.kernel_tests.independent_test",214
"Module tensorflow.contrib.gan.python.losses.python.tuple_losses_test",214
"Module tensorflow.contrib.cloud.python.ops.bigquery_reader_ops_test",213
"Module tensorflow.python.training.evaluation",213
"Module tensorflow.contrib.timeseries.python.timeseries.state_space_models.filtering_postprocessor",213
"Module tensorflow.python.ops.linalg.linear_operator_composition",213
"Module linalg.linear_operator_composition",213
"Module tensorflow.contrib.rnn.python.tools.checkpoint_convert",213
"Module tensorflow.tools.docs.pretty_docs",213
"Module tensorflow.contrib.opt.python.training.agn_optimizer",213
"Module ctypes._aix",212
"Module tensorflow.python.debug.cli.evaluator_test",212
"Module tensorflow.contrib.eager.python.examples.revnet.blocks_test",212
"Module tensorflow.python.autograph.pyct.templates",212
"Module tensorflow.contrib.distributions.python.kernel_tests.mvn_diag_test",212
"Module tensorflow.python.kernel_tests.linalg_ops_test",212
"Module tensorflow.python.keras.optimizer_v2.ftrl",211
"Module tensorflow.contrib.distributions.python.ops.vector_student_t",211
"Module tensorflow.python.kernel_tests.variable_ops_test",211
"Module tensorflow.python.kernel_tests.boosted_trees.resource_ops_test",211
"Module tensorflow.lite.experimental.examples.lstm.bidirectional_sequence_lstm_test",211
"Module unittest.main",211
"Module tensorflow.compiler.tests.spacetobatch_op_test",211
"Module tensorflow.python.tpu.tpu_sharding",210
"Module ragged.string_ngrams_op_test",209
"Module copy",209
"Module tensorflow.contrib.opt.python.training.powersign_test",209
"Module tensorflow.python.autograph.pyct.static_analysis.reaching_definitions",209
"Module tensorflow.python.ops.ragged.string_ngrams_op_test",209
"Module lib2to3.btm_utils",209
"Module tensorflow.python.autograph.impl.conversion_test",208
"Module tensorflow.python.framework.sparse_tensor_test",208
"Module tensorflow.python.ops.nccl_ops",207
"Module tensorflow.python.eager.pywrap_tfe_test",207
"Module tensorflow.python.saved_model.loader_test",206
"Module tensorflow.python.training.gradient_descent_test",206
"Module tensorflow.python.training.training_util",206
"Module tensorflow.contrib.compiler.xla",206
"Module tensorflow.contrib.distributions.python.kernel_tests.onehot_categorical_test",206
"Module tensorflow.contrib.eager.python.examples.revnet.main",206
"Module tensorflow.contrib.optimizer_v2.optimizer_v2_test",206
"Module losses.util",206
"Module tensorflow.python.ops.losses.util",206
"Module tensorflow.python.distribute.custom_training_loop_test",206
"Module tensorflow.python.distribute.ctl_correctness_test",205
"Module tensorflow.contrib.opt.python.training.addsign_test",205
"Module tensorflow.python.kernel_tests.matrix_exponential_op_test",205
"Module tensorflow.contrib.gan.python.namedtuples",205
"Module tensorflow.python.ops.init_ops_test",205
"Module tensorflow.python.data.kernel_tests.shuffle_test",205
"Module tensorflow.python.platform.tf_logging",205
"Module tensorflow.contrib.model_pruning.python.pruning_utils",204
"Module tensorflow.python.ops.linalg.linear_operator_diag",204
"Module linalg.linear_operator_diag",204
"Module sre_constants",204
"Module tensorflow.contrib.slim.python.slim.nets.vgg",204
"Module tensorflow.contrib.slim.python.slim.evaluation_test",203
"Module tensorflow.python.util.function_utils_test",203
"Module tensorflow.contrib.image.python.kernel_tests.dense_image_warp_test",203
"Module tensorflow.contrib.fused_conv.python.ops.fused_conv2d_bias_activation_benchmark",203
"Module tensorflow.python.kernel_tests.lu_op_test",203
"Module tensorflow.python.lib.core.bfloat16_test",203
"Module tensorflow.contrib.timeseries.python.timeseries.state_management",202
"Module tensorflow.contrib.learn.python.learn.utils.export_test",202
"Module tensorflow.python.kernel_tests.random.random_grad_test",202
"Module tensorflow.python.framework.tensor_spec_test",202
"Module tensorflow.python.debug.cli.curses_widgets_test",202
"Module tensorflow.python.autograph.operators.py_builtins",202
"Module tensorflow.compiler.tests.tensor_list_ops_test",202
"Module tensorflow.python.keras.premade.wide_deep_test",202
"Module tensorflow.python.autograph.pyct.qual_names_test",201
"Module tensorflow.contrib.linear_optimizer.python.sdca_optimizer",200
"Module tensorflow.python.training.optimizer_test",200
"Module tensorflow.python.eager.function_argument_naming_test",200
"Module ops.arg_scope_test",200
"Module tensorflow.contrib.framework.python.ops.arg_scope_test",200
"Module multiprocessing.reduction",199
"Module tensorflow.python.lib.io.tf_record",199
"Module tensorflow.python.distribute.saved_model_test_base",199
"Module tensorflow.python.kernel_tests.linalg.linear_operator_adjoint_test",199
"Module tensorflow.contrib.slim.python.slim.nets.resnet_utils",198
"Module tensorflow.python.training.experimental.loss_scale_optimizer",198
"Module distutils.text_file",198
"Module tensorflow.python.ops.ragged.ragged_util",198
"Module tensorflow.python.kernel_tests.linalg.linear_operator_kronecker_test",198
"Module ragged.ragged_util",198
"Module tensorflow.python.training.rmsprop",197
"Module tensorflow.contrib.learn.python.learn.datasets.base",197
"Module tensorflow.python.kernel_tests.boosted_trees.quantile_ops_test",197
"Module tensorflow.python.feature_column.serialization_test",197
"Module tensorflow.python.summary.summary_test",197
"Module tensorflow.python.keras.initializers_test",197
"Module urllib.robotparser",197
"Module tensorflow.python.data.kernel_tests.cache_test",196
"Module tensorflow.contrib.resampler.python.ops.resampler_ops_test",196
"Module tensorflow.python.data.kernel_tests.window_test",196
"Module tensorflow.contrib.distributions.python.ops.mvn_tril",196
"Module tensorflow.tools.docs.generate2",196
"Module tensorflow.python.platform.googletest",196
"Module tensorflow.contrib.distributions.python.kernel_tests.poisson_test",195
"Module tensorflow.python.kernel_tests.matmul_op_test",195
"Module tensorflow.contrib.boosted_trees.estimator_batch.dnn_tree_combined_estimator_test",195
"Module distutils.archive_util",195
"Module tensorflow.python.kernel_tests.einsum_op_test",195
"Module tensorflow.contrib.distributions.python.kernel_tests.geometric_test",194
"Module tensorflow.python.ops.tensor_array_grad",194
"Module ragged.ragged_tile_op_test",194
"Module tensorflow.contrib.learn.python.learn.preprocessing.text",194
"Module tensorflow.python.ops.ragged.ragged_tile_op_test",194
"Module tensorflow.python.keras.engine.input_spec",193
"Module tensorflow.python.keras.engine.data_adapter_test",193
"Module tensorflow.python.keras.optimizers_test",193
"Module tensorflow.python.training.adam",193
"Module tensorflow.python.training.proximal_adagrad_test",193
"Module tensorflow.python.training.sync_replicas_optimizer_test",193
"Module tensorflow.contrib.rnn.python.ops.gru_ops",193
"Module tensorflow.python.kernel_tests.random.multinomial_op_test",193
"Module hashlib",193
"Module tensorflow.contrib.boosted_trees.python.ops.stats_accumulator_ops",193
"Module tensorflow.python.framework.function_def_to_graph_test",193
"Module tensorflow.python.data.experimental.kernel_tests.make_batched_features_dataset_test",193
"Module tensorflow.python.kernel_tests.tridiagonal_matmul_op_test",193
"Module linalg.linear_operator_toeplitz",193
"Module tensorflow.python.ops.linalg.linear_operator_toeplitz",193
"Module tensorflow.python.ops.ragged.ragged_util_test",192
"Module tensorflow.python.data.kernel_tests.padded_batch_test",192
"Module tensorflow.python.keras.layers.gru_test",192
"Module ragged.ragged_util_test",192
"Module tensorflow.python.distribute.multi_worker_util",191
"Module tensorflow.python.ops.ragged.convert_to_tensor_or_ragged_tensor_op_test",191
"Module tensorflow.python.keras.layers.rnn_cell_wrapper_v2_test",191
"Module tensorflow.contrib.image.python.kernel_tests.sparse_image_warp_test",191
"Module ragged.convert_to_tensor_or_ragged_tensor_op_test",191
"Module tensorflow.python.kernel_tests.softmax_op_test",191
"Module tensorflow.contrib.learn.python.learn.estimators.svm_test",191
"Module tensorflow.python.kernel_tests.cast_op_test",191
"Module tensorflow.tools.compatibility.testdata.test_file_v0_11",191
"Module tensorflow.contrib.learn.python.learn.estimators.svm",191
"Module tensorflow.python.ops.ragged.ragged_where_op_test",190
"Module tensorflow.contrib.distributions.python.ops.autoregressive",190
"Module tensorflow.examples.tutorials.mnist.fully_connected_feed",190
"Module ragged.ragged_where_op_test",190
"Module re",190
"Module string",190
"Module tensorflow.python.ops.while_v2_indexed_slices_rewriter",190
"Module tensorflow.lite.python.convert_saved_model_test",189
"Module email.contentmanager",189
"Module tensorflow.lite.experimental.examples.lstm.unidirectional_sequence_lstm_test",189
"Module tensorflow.python.training.saving.functional_saver",189
"Module tensorflow.contrib.kernel_methods.python.kernel_estimators_test",189
"Module tensorflow.contrib.layers.python.layers.initializers_test",188
"Module tensorflow.python.autograph.pyct.ast_util_test",188
"Module tensorflow.python.kernel_tests.topk_op_test",188
"Module layers.initializers_test",188
"Module tensorflow.python.distribute.all_reduce_test",188
"Module email.policy",188
"Module distributions.laplace",187
"Module tensorflow.python.ops.distributions.laplace",187
"Module tensorflow.compiler.tests.slice_ops_test",187
"Module tensorflow.python.autograph.pyct.origin_info",187
"Module tensorflow.tools.docs.doc_generator_visitor_test",187
"Module tensorflow.tools.gcs_test.python.gcs_smoke",187
"Module tensorflow.python.kernel_tests.neon_depthwise_conv_op_test",187
"Module tensorflow.contrib.distributions.python.ops.cauchy",187
"Module tensorflow.contrib.distributions.python.ops.relaxed_bernoulli",187
"Module tensorflow.python.keras.optimizer_v2.nadam",187
"Module tensorflow.contrib.distributions.python.ops.gumbel",187
"Module tensorflow.python.kernel_tests.tensordot_op_test",187
"Script crosstool_wrapper_driver_is_not_gcc",186
"Script quopri",186
"Module tensorflow.python.kernel_tests.self_adjoint_eig_op_test",186
"Module tensorflow.contrib.opt.python.training.adam_gs_optimizer",186
"Module tensorflow.python.util.tf_should_use",186
"Module tensorflow.python.distribute.strategy_combinations",185
"Module tensorflow.contrib.distributions.python.ops.logistic",185
"Module tensorflow.contrib.distributions.python.ops.sinh_arcsinh",185
"Module tensorflow.python.ops.nn_grad_test",185
"Module tensorflow.python.framework.function_def_to_graph",185
"Module tensorflow.contrib.distributions.python.kernel_tests.bijectors.batch_normalization_test",184
"Module distutils.extension",184
"Module tensorflow.contrib.session_bundle.exporter_test",184
"Module ops.basic_decoder",183
"Module tensorflow.contrib.eager.python.remote_test",183
"Module tensorflow.contrib.bayesflow.python.kernel_tests.monte_carlo_test",183
"Module email.quoprimime",183
"Module tensorflow.python.kernel_tests.sparse_tensors_map_ops_test",183
"Module tensorflow.python.ops.collective_ops_test",183
"Module tensorflow.python.distribute.multi_worker_util_test",183
"Module tensorflow.contrib.distributions.python.ops.seed_stream",183
"Script crosstool_wrapper_driver_is_not_gcc",183
"Script set-build-env.py",183
"Module tensorflow.contrib.seq2seq.python.ops.basic_decoder",183
"Module tensorflow.contrib.metrics.python.kernel_tests.histogram_ops_test",183
"Module tensorflow.python.data.experimental.ops.iterator_ops",182
"Module tensorflow.python.training.device_setter",182
