"m","n"
"Module tensorflow.python.kernel_tests.duplicate_op_test",19
"Module tensorflow.python.eager.cancellation",19
"Module tensorflow.python.keras.mixed_precision.experimental.get_layer_policy",19
"Module experimental.get_layer_policy",19
"Module tensorflow.python.eager.graph_only_ops",19
"Module tensorflow.tools.docs.generate2_test",19
"Module tensorflow.python.data.experimental.ops.matching_files",18
"Module tensorflow.lite.python.wrap_toco",18
"Module tensorflow.python.kernel_tests.large_concat_op_test",18
"Module tensorflow.python.tf2",18
"Module tensorflow.python.autograph.utils.tensors",18
"Module tensorflow.python.keras.layers.time_distributed_learning_phase_test",18
"Module tensorflow.python.data.benchmarks.filter_benchmark",18
"Module tensorflow.python.kernel_tests.ackermann_test",18
"Module email.mime.base",18
"Module tensorflow.python.grappler.model_analyzer",17
"Module tensorflow.python.util.compat_internal",17
"Module tensorflow.python.util.tf_contextlib",17
"Module tensorflow.python.compiler.mlir.mlir_test",17
"Script tensorflow.lite.micro.tools.make.targets.ecm3531.flash_erase",17
"Module tensorflow.python.compat.disable_v2_behavior_test",17
"Module tensorflow.python.autograph.utils.testing",17
"Module tensorflow.python.framework.proto_test",17
"Module tensorflow.python.framework.kernels_test",17
"Module tensorflow.python.distribute.multi_process_runner_no_init_test",17
"Module tensorflow.python.autograph.pyct.testing.codegen_test",17
"Module tensorflow.python.kernel_tests.fingerprint_op_test",17
"Module tensorflow.tools.compatibility.all_renames_v2_test",17
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.call_to_exported",17
"Module tensorflow.python.kernel_tests.invalid_op_test",16
"Module tensorflow.python.autograph.operators.dispatch_context",16
"Module tensorflow.examples.speech_commands.generate_streaming_test_wav_test",16
"Module tensorflow.python.eager.profiler_client_test",16
"Module importlib.machinery",16
"Module tensorflow.python.ops.state_grad",16
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.cyclic_object_graph",16
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.dag_object_graph",16
"Module tensorflow.python.keras.__init__",16
"Module tensorflow.python.ops.control_flow_v2_disable_test",16
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.basic",15
"Module tensorflow.python.pywrap_dlopen_global_flags",15
"Module tensorflow.lite.experimental.tensorboard.ops_util_test",15
"Module tensorflow.python.platform.app",15
"Module tensorflow.python.ops.ragged.ragged_config",15
"Module tensorflow.__init__",15
"Module tensorflow.python.autograph.operators.special_values_test",15
"Module tensorflow.python.saved_model.signature_def_utils",15
"Module tensorflow.python.ops.nn",15
"Module ragged.ragged_config",15
"Module tensorflow.python.ops.control_flow_v2_enable_test",15
"Module six.moves.urllib_response",15
"Module six.moves.urllib_error",15
"Module tensorflow.python.autograph.utils.type_check",14
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.debug_info",14
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.exported_python_args",14
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.shapes_for_variables",14
"Module tensorflow.python.saved_model.saved_model",14
"Module struct",14
"Module tensorflow.python.autograph.utils.compat_util",14
"Module tensorflow.python.eager.backprop_util",13
"Module tensorflow.python.distribute.model_combinations",13
"Module tensorflow.python.tpu.tpu_estimator",13
"Module tensorflow.python.kernel_tests.proto.descriptor_source_test",13
"Module tensorflow.python.kernel_tests.proto.encode_proto_op_test",13
"Module tensorflow.python.util.future_api",13
"Module tensorflow.python.eager.cancellation_test",13
"Module six.moves.urllib.__init__",12
"Module tensorflow.examples.adding_an_op.cuda_op_test",12
"Module tensorflow.python.ops.bitwise_ops",12
"Module tensorflow.python.ops.optional_grad",12
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.partially_shaped_variables",12
"Module tensorflow.examples.adding_an_op.fact_test",12
"Module tensorflow.python.keras.saving.saved_model.network_serialization",12
"Module tensorflow.python.data.__init__",11
"Module tensorflow.python.platform.resource_loader_test",11
"Module tensorflow.tools.pip_package.simple_console",11
"Module tensorflow.tools.pip_package.simple_console_for_windows",11
"Module tensorflow.python.kernel_tests.proto.decode_proto_op_test",11
"Module tensorflow.python.ops.gradients",11
"Module tensorflow.python.ops.manip_ops",11
"Module tensorflow.python.distribute.distribute_coordinator_context",11
"Module model_utils.__init__",11
"Module tensorflow.compiler.mlir.tensorflow.tests.tf_saved_model.shapes_for_arguments",11
"Module tensorflow.python.saved_model.model_utils.__init__",11
"Module tensorflow.python.ops.manip_grad",11
"Module tensorflow.python.distribute.__init__",11
"Module tensorflow.python.platform.analytics",11
"Module tensorflow.examples.adding_an_op.zero_out_op_2",11
"Module tensorflow.python.distribute.cluster_resolver.__init__",11
"Module tensorflow.python.platform.build_info_test",11
"Module tensorflow.examples.adding_an_op.zero_out_op_1",11
"Module tensorflow.python.ops.proto_ops",11
"Module tensorflow.python.user_ops.user_ops",10
"Module tensorflow.tools.test.system_info",10
"Module tensorflow.python.platform.logging_test",10
"Module decimal",10
"Module tensorflow.compiler.jit.ops.xla_ops_grad",10
"Module ctypes.test.__init__",10
"Module tensorflow.python.kernel_tests.cudnn_deterministic_ops_test",10
"Module tensorflow.python.kernel_tests.cudnn_deterministic_test",10
"Module tensorflow.python.keras.preprocessing.__init__",10
"Module tensorflow.python.ops.linalg.sparse.sparse",9
"Module tensorflow.python.estimator.canned.prediction_keys",9
"Module tensorflow.python.estimator.estimator_lib",9
"Module tensorflow.python.estimator.canned.boosted_trees",9
"Module tensorflow.python.estimator.canned.dnn_linear_combined",9
"Module tensorflow.python.estimator.canned.boosted_trees_utils",9
"Module six.moves.urllib_robotparser",9
"Module tensorflow.python.estimator.canned.parsing_utils",9
"Module queues.feeding_functions",9
"Module tensorflow.python.estimator.inputs.queues.feeding_functions",9
"Module tensorflow.python.autograph.pyct.errors",9
"Module tensorflow.python.estimator.canned.dnn_testing_utils",9
"Module linalg.sparse.sparse",9
"Module tensorflow.tools.common.test_module1",9
"Module tensorflow.python.estimator.inputs.queues.feeding_queue_runner",9
"Module tensorflow.python.keras.layers.preprocessing.normalization_v1",9
"Module tensorflow.python.autograph.utils.__init__",9
"Module tensorflow.python.estimator.export.export_output",9
"Module multiprocessing.__init__",9
"Module queues.feeding_queue_runner",9
"Module tensorflow.examples.adding_an_op.cuda_op",9
"Module tensorflow.examples.adding_an_op.zero_out_op_3",9
"Module tensorflow.python.feature_column.feature_column_lib",9
"Module tensorflow.python.ops.sdca_ops",9
"Module tensorflow.python.eager.test",9
"Module tensorflow.python.estimator.canned.linear_testing_utils",9
"Module tensorflow.python.tpu.profiler.__init__",8
"Module parallel_for.__init__",8
"Module tensorflow.python.kernel_tests.bias_op_test",8
"Module email.mime.nonmultipart",8
"Module tensorflow.python.tpu.api",8
"Module tensorflow.tools.common.test_module2",8
"Module tensorflow.python.framework.graph_util",8
"Module tensorflow.python.ops.parallel_for.__init__",8
"Module tensorflow.python.client.client_lib",8
"Module tensorflow.python.platform.control_imports",7
"Module tensorflow.python.estimator.training",7
"Module tensorflow.python.estimator.inputs.queues.__init__",7
"Module queues.__init__",7
"Module tensorflow.python.estimator.estimator",7
"Module tensorflow.python.estimator.canned.metric_keys",7
"Module tensorflow.python.estimator.inputs.inputs",7
"Module tensorflow.python.estimator.gc",7
"Module tensorflow.python.estimator.canned.baseline",7
"Module tensorflow.python.estimator.inputs.numpy_io",7
"Module tensorflow.python.ops.image_ops",7
"Module tensorflow.python.estimator.canned.dnn",7
"Module tensorflow.python.estimator.export.export",7
"Module tensorflow.python.estimator.util",7
"Module tensorflow.python.estimator.export.export_lib",7
"Module tensorflow.python.estimator.inputs.pandas_io",7
"Module tensorflow.python.estimator.run_config",7
"Module tensorflow.python.estimator.exporter",7
"Module tensorflow.python.estimator.keras",7
"Module tensorflow.python.estimator.canned.head",7
"Module tensorflow.python.estimator.canned.optimizers",7
"Module tensorflow.python.distribute.experimental.__init__",7
"Module tensorflow.python.estimator.canned.linear",7
"Module tensorflow.python.estimator.model_fn",7
"Module tensorflow.python.training.experimental.mixed_precision_global_state",6
"Module tensorflow.python.framework.tensor_like",6
"Module tensorflow.python.saved_model.utils",6
"Module tensorflow.python.tools.module_util",6
"Module tensorflow.python.framework.is_xla_test_true",6
"Module tensorflow.python.pywrap_tfe",5
"Module tensorflow.python.util.deprecation_wrapper",5
"Module tensorflow.python.platform.status_bar",5
"Module tensorflow.python.keras.premade.__init__",5
"Module losses.losses",5
"Module tensorflow.python.keras.saving.saved_model.constants",5
"Module tensorflow.python.platform.device_context",5
"Module tensorflow.python.ops.losses.losses",5
"Module tensorflow.python.saved_model.main_op",5
"Module tensorflow.python.saved_model.builder",5
"Module tensorflow.python.compiler.xla.__init__",5
"Module tensorflow.python.saved_model.loader",5
"Module tensorflow.python.framework.errors",5
"Module tensorflow.python.tpu.functional",5
"Module tkinter.__main__",5
"Module tensorflow.python.training.training_ops",5
"Module tensorflow.examples.tutorials.mnist.__init__",5
"Module tensorflow.python.platform.remote_utils",5
"Module distributions.bijector",4
"Module tensorflow.python.training.queue_runner",4
"Module tensorflow.python.tpu.profiler.version",4
"Module tensorflow.python.keras.utils.mode_keys",4
"Module tensorflow.lite.toco.python.tensorflow_wrap_toco",4
"Module tensorflow.python.tpu.tpu_config",4
"Module tensorflow.python.ops.distributions.bijector",4
"Module tensorflow.python.tpu.util",4
"Module tensorflow.python.ops.sets",4
"Module tensorflow.python.tpu.error_handling",4
"Module tensorflow.python.platform.parameterized",4
"Module tensorflow.python.keras.engine.saving",4
"Module xml.parsers.expat",4
"Module tensorflow.python.tpu.experimental.__init__",4
"Module tensorflow.python.tpu.client.version",4
"Module tensorflow.python.training.distribute",4
"Module tensorflow.python.ops.rnn_cell",4
"Module tensorflow.python.tpu.client.__init__",4
"Module tensorflow.python.compiler.tensorrt.__init__",4
"Module tensorflow.python.tpu.tpu_context",4
"Module tensorflow.python.tpu._tpu_estimator_embedding",4
"Module tensorflow.python.util.is_in_graph_mode",4
"Module tensorflow.python.ops.metrics",4
"Module tensorflow.python.training.distribution_strategy_context",4
"Module tensorflow.python.lib.io.python_io",4
"Module tensorflow.python.autograph.pyct.__init__",3
"Module tensorflow.python.tpu.__init__",3
"Module tensorflow.python.autograph.converters.__init__",3
"Module tensorflow.tools.test.__init__",3
"Module tensorflow.python.tpu.ops.tpu_ordinal_selector_op",3
"Module tensorflow.python.kernel_tests.linalg.__init__",3
"Module tensorflow.python.keras.distribute.__init__",3
"Module tensorflow.python.autograph.pyct.static_analysis.__init__",3
"Module tensorflow.examples.get_started.__init__",3
"Module tensorflow.python.kernel_tests.distributions.__init__",3
"Module tensorflow.python.keras.applications.__init__",3
"Module structured.__init__",3
"Module tensorflow.python.ops.structured.__init__",3
"Module distutils.debug",2
"Module collections.abc",2
"Module contextvars",2
"Module distutils.__init__",2
"Module dbm.ndbm",1
"Module ctypes.macholib.__init__",1
"Module xml.__init__",1
"Module dbm.gnu",1
"Module sqlite3.__init__",1
"Module lib2to3.pgen2.__init__",0
"Module xml.parsers.__init__",0
